cdi,pl,lo,pn,ld,t,cb,ct,c,fr,hr,lc,lt,situation,id
"786394666804","Property","open","CL$@Y 6@ 3! 7@ 3!$6@6$A! V","04.07.2020","19.04.2028 09:13:58","Manchester Money Exchange","high","EUR","fault","web","I thought it would be fun to ride a shopping cart down a steep hill, but it quickly got out of control and crashed into a parked car.","motor","WAL","26.07.2023 21:45:43"
"5219114906749","Commercial Auto Line","open","@ CL @Y!$3@ 2 $61$!5 0@#E# S","20.03.2021","28.11.2023 18:35:00","Essex Wealth Management","medium","GBP","not applicable","web","I decided to test the heat resistance of my hairdryer by pointing it at a lit candle, resulting in a singed hairstyle and a burnt hairdryer.","motor","ENG","26.07.2023 21:45:43"
"4235566148542","Commercial Auto Line","closed","$C$!L#Y1!#5!1@!0$@5#@3 AI","09.12.2020","11.10.2026 10:45:03","Glasgow Glen Securities","low","EUR","not applicable","phone","I decided to test the heat resistance of my hairdryer by pointing it at a lit candle, resulting in a singed hairstyle and a burnt hairdryer.","motor","SCO","26.07.2023 21:45:43"
"3699762227120","Commercial Auto Line","open","#$C#L !Y 6@$87 $9 $9 @6I#@P","09.09.2021","29.04.2028 06:53:20","Norfolk Investment Solutions","medium","GBP","non-fault","phone","I thought it would be funny to try tightrope walking between two trees in the park, but I ended up slipping and falling into a pond.","motor","NIR","26.07.2023 21:45:43"
"362070178395","Property","closed","@#C@!L! Y #6 $3!@6!$9@13#$OF","07.12.2019","19.11.2027 11:51:30","Kent Financial Group","low","EUR","not applicable","phone","I thought it would be funny to dress up as a superhero and attempt to fly off a low roof, but I ended up crash-landing into a bush.","motor","WAL","26.07.2023 21:45:43"
"6544884829835","Commercial Auto Line","closed","@!C @L$#Y@ 0 @5$ 5$#3@!1 @1$O$#Q","21.04.2023","27.11.2024 05:47:21","Cardiff Capital Markets","low","EUR","unknown","other","I thought it would be funny to dress up as a scarecrow and surprise my friends in the garden, but I ended up scaring away the birds and ruining the plants.","motor","SCO","26.07.2023 21:45:43"
"5280334561465","Personal Auto Line","open"," C@!LY #656@$68# 5! K$ H","06.10.2021","09.11.2025 16:26:14","Edinburgh Equity Exchange","high","GBP","fault","phone","","motor","NIR","26.07.2023 21:45:43"
"1896898337596","Commercial Auto Line","closed","$!C L$Y!#5 #108 3@$8$!II","10.02.2023","11.11.2027 21:00:41","Bristol Bankers","medium","EUR","not applicable","web","While attempting to climb a tree to rescue a stranded cat, I got stuck and had to be rescued myself.","motor","","26.07.2023 21:45:43"
"1705768002464","Road Risks","closed"," !C!L#Y!9@!9!#1!$754@!DB","03.02.2023","","Manchester Money Managers","high","GBP","","web","While attempting to fix a leaky roof, I accidentally stepped on a weak spot and fell through the ceiling, landing in the living room.","motor","NIR","26.07.2023 21:45:43"
"3181117629860","Property","open"," !CL $Y@$1$!3! 6$ 72@!4!Z@Z","24.11.2020","03.01.2026 05:47:43","Belfast Brokers","medium","GBP","fault","web","I decided to test the strength of a piñata by using a baseball bat, but I swung too hard and accidentally hit my neighbor's car.","property","NIR","26.07.2023 21:45:43"
"9309416581876","Road Risks","closed","#C#!L!$Y @3$ 88$1@#3 !6 $H$@N","20.12.2020","05.07.2026 21:05:09","Cardiff Capital Consultants","medium","EUR","fault","phone","I accidentally mistook my car for a piñata and swung at it during a birthday party.","motor","ENG","26.07.2023 21:45:43"
"271909372228","Road Risks","closed"," !CL!#Y !4# 7 @99!@6@3$!F#@C","18.12.2020","07.10.2024 19:30:52","Cardiff Corporate Finance","high","GBP","unknown","phone","","motor","WAL","26.07.2023 21:45:43"
"6164640654357","Road Risks","open","C#!L$ Y$#0@!6#!6$#3 !1@$2D !V","22.07.2022","04.08.2023 00:53:11","Cardiff Capital Brokers","high","GBP","fault","phone","I thought it would be fun to build a homemade water slide in the backyard, but it turned into a muddy disaster after the first slide.","motor","ENG","26.07.2023 21:45:43"
"6790245196320","Commercial Auto Line","open"," #C!#LY$!44! 75! 7$4@!Q #J","19.09.2020","10.08.2026 05:35:29","Nottinghamshire Wealth","high","GBP","unknown","web","","motor","ENG","26.07.2023 21:45:43"
"7753246083650","Property","closed"," @C$@L$ Y@#1@91!4 #4$!2$@BW","01.03.2023","01.09.2024 00:40:17","Cardiff Capital Consultants","medium","EUR","non-fault","phone","I tried to impress my friends by attempting a high jump over a fence, but I got stuck on top and had to be rescued by a passerby.","motor","ENG","26.07.2023 21:45:43"
"2999596351182","Commercial Auto Line","open","C@#L$!Y7 @7$@4#!1! 2 $4@!O@!C","14.08.2019","31.12.2027 12:17:30","Birmingham Bond Market","high","","unknown","phone","","","SCO","26.07.2023 21:45:43"
"4987683123875","Property","open","!@C$L@Y!6!$2#25 #4#$2@ B#!Z","06.03.2021","05.04.2027 15:49:30","Westminster Wealth Management","medium","GBP","unknown","mail","I decided to test the stability of a ladder by standing on the very top, but it wobbled and I fell off.","property","WAL","26.07.2023 21:45:43"
"2511320445037","Property","closed","#!C !LY#$7@4 $7#$3 #8 !9A#M","07.06.2021","07.11.2027 10:39:32","Cardiff Capital Consultants","low","GBP","unknown","web","I decided to test the strength of a tree branch by hanging a tire swing on it, but the branch snapped, and I fell to the ground.","motor","NIR","26.07.2023 21:45:43"
"3898667063625","Commercial Auto Line","open","C@L $Y$@8!98$ 7! 9@5Q$@D","31.10.2021","27.11.2023 02:29:57","Belfast Bond Advisory","low","GBP","not applicable","web","","motor","SCO","26.07.2023 21:45:43"
"8764869104443","Property","open"," C# L$Y$19# 7$@89#@3#$K!@J","29.12.2021","12.04.2027 14:21:38","Dundee Derivatives Market","low","GBP","not applicable","web","While attempting to perform a magic trick, I accidentally made my friend's watch disappear and couldn't figure out how to bring it back.","motor","SCO","26.07.2023 21:45:43"
"2970950458887","Road Risks","open","$ C$#LY #6!@7$!6 $1!3@ 8!@A#@Z","30.11.2018","19.06.2024 16:44:50","Belfast Brokers","low","EUR","unknown","web","While attempting to fix a leaky faucet, I accidentally broke the handle and water started spraying everywhere.","motor","WAL","26.07.2023 21:45:43"
"1707688198148","Property","open","#C !LY# 3@1!$7!#64$!2Z#$C","12.07.2021","05.12.2027 15:10:10","Glasgow Glen Securities","low","","unknown","web","I thought it would be fun to try tightrope walking between two trees, but I ended up falling and getting tangled in a clothesline.","motor","NIR","26.07.2023 21:45:43"
"336629336043","Property","closed","!C$@L@!Y# 67$@6 !5$!0!#5@#VM","23.04.2020","02.09.2024 06:29:24","Birmingham Bond Traders","low","EUR","non-fault","phone","","motor","SCO","26.07.2023 21:45:43"
"4108283682433","Personal Auto Line","closed","$ CL!@Y$#1!#3@#1 @4!#0!2#!R#$I","17.09.2020","17.01.2027 14:43:59","Cardiff Capital Trust","high","GBP","non-fault","phone","I decided to test the strength of a ladder by standing on the very top rung, resulting in a toppled ladder and a bruised ego.","motor","WAL","26.07.2023 21:45:43"
"2348635604084","Property","closed","C@$L@!Y$76! 75$#6$!3M J","02.12.2022","26.02.2025 17:18:21","Newcastle National Securities","medium","GBP","non-fault","phone","I thought it would be entertaining to have a water balloon fight in the living room, but we ended up causing a small flood.","motor","NIR","26.07.2023 21:45:43"
"5133929269899","Property","open"," $C!$L@#Y0 2@$1 $9#@5 3V@D","12.08.2022","06.07.2028 07:56:27","Bristol Bankers","low","GBP","fault","mail","I thought it would be fun to use a leaf blower to dry my wet laundry, but it ended up scattering clothes all over the neighborhood.","motor","ENG","26.07.2023 21:45:43"
"7963570027237","Personal Auto Line","open","@ C$#L@!Y1$1#6!3#$2!8 J# N","25.09.2022","","Manchester Money Managers","medium","GBP","fault","web","I decided to test the sharpness of a kitchen knife by attempting to slice a watermelon held in my hand, resulting in a trip to the emergency room.","motor","ENG","26.07.2023 21:45:43"
"3565775643056","Road Risks","open","$@C $L #Y#2#8 #7$#3@ 66#@A #E","15.06.2022","15.09.2024 23:23:37","Belfast Brokers","high","GBP","not applicable","web","I thought it would be funny to try riding a unicycle while juggling knives, but it quickly turned into a chaotic scene with knives flying in all directions.","motor","WAL","26.07.2023 21:45:43"
"1254098878776","Commercial Auto Line","closed","!$C@!L$!Y9 $8! 2#35@!1@!K@ A","03.11.2020","22.03.2026 05:31:48","Bristol Bankers","high","EUR","not applicable","web","I decided to test the durability of a watermelon by dropping it from a balcony, but it shattered upon impact and made a mess on the sidewalk.","motor","WAL","26.07.2023 21:45:43"
"7280016524664","Property","closed","$#C$@L@ Y$!1#@73$8! 0 @6#M G","07.11.2018","29.06.2026 17:34:02","Edinburgh Eurozone Brokers","medium","GBP","fault","phone","While attempting to do a backflip on a trampoline, I overshot and landed in the neighbor's swimming pool.","motor","SCO","26.07.2023 21:45:43"
"2826772129340","Commercial Auto Line","closed","#@C!$L!@Y !54! 1@5@#4#0LE","30.06.2021","18.03.2028 16:48:38","Kent Key Capital","low","EUR","fault","phone","I thought it would be fun to try riding a skateboard down a staircase, but I lost my balance and crashed into a wall.","motor","SCO","26.07.2023 21:45:43"
"6171514952614","Commercial Auto Line","closed","#$C$ L!@Y!90$#45$ 4# 6@!K$@Q","14.04.2020","09.04.2027 06:15:32","Liverpool Lenders","medium","GBP","not applicable","phone","While trying to show off my basketball skills, I attempted a slam dunk and shattered the backboard.","motor","ENG","26.07.2023 21:45:43"
"8435243021622","Property","closed","@ C#LY! 0@6 #5$ 3@!8$ 8!$P!$P","14.01.2020","14.04.2025 08:07:43","Surrey Sustainable Investments","high","GBP","unknown","mail","While attempting to climb a tree to rescue a stranded cat, I got stuck and had to be rescued myself.","motor","NIR","26.07.2023 21:45:43"
"6865652046677","Commercial Auto Line","open","#!C !L$#Y! 4 @9 !7@$186Z #R","21.09.2019","17.09.2026 16:02:29","Cardiff Corporate Finance","medium","EUR","not applicable","phone","I thought it would be fun to use roller skates instead of shoes for a day, but I ended up falling down the stairs.","motor","WAL","26.07.2023 21:45:43"
"3570813791539","Property","open","C@!L@!Y#@2@$1!1 #5 !3#5$#T$Z","05.11.2020","17.06.2027 14:15:40","Thames Valley Investments","low","GBP","unknown","phone","I decided to test the stickiness of super glue by repairing my broken glasses, only to glue them to my forehead.","motor","WAL","26.07.2023 21:45:43"
"1723691994437","Personal Auto Line","closed","!#C$#L$!Y@ 7$4 6#!805X@$S","","23.04.2026 07:34:07","Cardiff Investment Group","high","EUR","non-fault","web","While trying to take a selfie with a statue, I accidentally knocked it over and broke it into pieces.","motor","SCO","26.07.2023 21:45:43"
"3778084310034","Property","closed","CL$Y$3 5 $8$5$#5#$2P$L","25.09.2018","01.05.2026 23:07:10","Cardiff Corporate Finance","high","GBP","not applicable","web","I thought it would be entertaining to have a water balloon fight in the living room, but we ended up causing a small flood.","motor","ENG","26.07.2023 21:45:43"
"815227151487","Personal Auto Line","closed"," !C $L$@Y$2 @6!1$!8@ 4$ 3!$N#J","28.11.2020","18.10.2024 18:53:30","Cardiff Investment Group","high","GBP","fault","phone","While attempting to capture a spider in my house, I accidentally knocked over a shelf, causing a chain reaction that toppled multiple shelves.","motor","SCO","26.07.2023 21:45:43"
"2608356480960","Property","open","C$#LY$#83 0!$5@3 $7P#$U","","20.06.2026 11:19:33","Belfast Brokers","low","EUR","not applicable","web","I tried to recreate a famous movie scene by driving my car through a billboard. The billboard won.","motor","ENG","26.07.2023 21:45:43"
"7791833840301","Personal Auto Line","closed","! CL#@Y#!17#$6@#06!2@I!$C","15.07.2019","","Edinburgh Earnings Advisors","medium","GBP","fault","phone","While attempting to do a handstand on a yoga ball, I lost my balance and crashed into a set of dumbbells.","motor","ENG","26.07.2023 21:45:43"
"2308881935850","Property","open","@#C$L#Y$@1!@6!#30!@1 9!@A!@B","19.09.2021","22.04.2028 19:56:28","Cardiff Capital Consultants","high","EUR","not applicable","web","I thought it would be entertaining to try juggling eggs, but they slipped out of my hands and made a mess all over the kitchen floor.","motor","WAL","26.07.2023 21:45:43"
"2702116079384","Property","open","# C L$!Y 3!#4#$9$!0#!8@!5! P #L","22.04.2019","27.05.2024 07:21:16","Cardiff Investment Group","high","EUR","not applicable","phone","I thought it would be fun to ride a shopping cart down a steep hill, but it quickly got out of control and crashed into a parked car.","motor","ENG","26.07.2023 21:45:43"
"6848030960043","Road Risks","closed","# C@L @Y #9!9!@4 #6!2 #3 XF","22.12.2018","05.03.2024 05:02:31","Cardiff Capital Trust","high","EUR","unknown","phone","I decided to test the stickiness of super glue by repairing my broken glasses, only to glue them to my forehead.","motor","NIR","26.07.2023 21:45:43"
"6726511190277","Commercial Auto Line","closed","$!C#!L!$Y3$#18#3#@6$5@!R$ E","26.01.2019","23.09.2023 03:57:55","Cambridge Capital Advisors","medium","EUR","unknown","phone","I decided to test the strength of a chair by standing on it, but it collapsed, and I fell onto the floor.","motor","ENG","26.07.2023 21:45:43"
"6328034977510","","open"," CL$@Y$ 9 $5!@0@2!#8@#2!$N$#K","09.04.2021","26.02.2024 18:55:30","Glasgow Growth Fund","high","","not applicable","phone","I thought it would be funny to dress up as a scarecrow and surprise my friends in the garden, but I ended up scaring away the birds and ruining the plants.","motor","SCO","26.07.2023 21:45:43"
"3303203890321","Property","open","$#C!@LY8@0! 8!$77 $0 $J!@D","19.12.2018","01.03.2025 03:57:20","Oxfordshire Options","high","GBP","not applicable","phone","While attempting to capture a spider in my house, I accidentally knocked over a shelf, causing a chain reaction that toppled multiple shelves.","motor","ENG","26.07.2023 21:45:43"
"5264350443492","Property","closed","$C# L Y@#7! 0!#3!$6!$0#9L@ F","","21.10.2024 16:17:04","Cardiff Capital Consultants","high","GBP","unknown","web","While trying to impress my friends with my dance moves, I tripped on my shoelaces and fell into a cake.","property","ENG","26.07.2023 21:45:43"
"5944296825407","Personal Auto Line","open","@#C@LY$!6@$6@$1 559!Y#!H","03.09.2018","25.03.2026 03:50:32","Belfast Bond Advisory","low","GBP","not applicable","web","I thought it would be fun to have a game of indoor mini-golf, but I accidentally hit the ball into a valuable antique vase.","","SCO","26.07.2023 21:45:43"
"628702407659","Commercial Auto Line","open","$!CL$!Y62$44$#7#$3 !R@G","08.02.2021","09.11.2024 07:03:44","Westminster Wealth Management","medium","GBP","fault","phone","I decided to test the durability of a watermelon by dropping it from a balcony, but it shattered upon impact and made a mess on the sidewalk.","motor","ENG","26.07.2023 21:45:43"
"1246918562362","","open","#@C#@L @Y# 7$ 6#!16!#26F@#W","01.08.2021","15.07.2024 06:00:02","Glasgow Growth Fund","low","GBP","not applicable","web","While attempting to perform a magic trick with fire, I accidentally set my curtains ablaze.","motor","ENG","26.07.2023 21:45:43"
